,Unnamed: 0,e1,e2,sim,Predicted,Analyzed,_merge
369,369,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kalranoos_carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Kalranoos_Carbine,,,,left_only
370,370,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Laser_carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Laser_Carbine,,,,left_only
371,371,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Graling_juice,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Gralinyn_Juice,,,,left_only
373,373,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Trandoshan_suppressor_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Trandoshan_Suppressor_Pistol,,,,left_only
375,375,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Baz_nitch,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Baz_Nitch,,,,left_only
380,380,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/government,http://dbkwik.webdatacommons.org/swg.wikia.com/property/government,,,,left_only
385,385,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Corellian_butterfly,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Corellian_Butterfly,,,,left_only
391,391,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Air_cake,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Air_Cake,,,,left_only
393,393,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/hair,http://dbkwik.webdatacommons.org/swg.wikia.com/property/hair,,,,left_only
394,394,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Cryo_lance,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Cryo_Lance,,,,left_only
397,397,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/HH-15_torpedo,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/HH-15_Torpedo_Warhead,,,,left_only
398,398,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Cora_(Human),http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Speak_with_Cora,,,,left_only
400,400,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kilnstrider,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Admiral_Kilnstrider,,,,left_only
402,402,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Commendation,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Commendations,,,,left_only
408,408,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Faeto,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Faeto%27s_Job,,,,left_only
409,409,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Gurnst,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Colonel_Gurnst,,,,left_only
411,411,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Mysterious_Shrine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Mysterious_Shrines,,,,left_only
412,412,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/P8_Lamprey_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/P-8_Lamprey_Pistol,,,,left_only
414,414,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Galactic_Vacant_Building_Demolitions,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/House_Demolition_Program,,,,left_only
415,415,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Enchanting_Lure,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Enchanting_Lore,,,,left_only
421,421,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Dunir_Signos,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Find_Dunir,,,,left_only
422,422,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Buzz-knuck,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Buzz-Knuck,,,,left_only
423,423,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Wookiee-ookiee,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Decorative_Wookiee-ookiees,,,,left_only
426,426,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Aurilian_fruit,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Aurilian_Fruit,,,,left_only
428,428,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/HK-77,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/HK-77_assault_droid,,,,left_only
429,429,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/ESPY_E.R._Droid,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/ESPY_E.R._droid,,,,left_only
430,430,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/BT310_Quadra,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Balta-Trabaat_BT310_Podracer,,,,left_only
432,432,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Corellian_scavenge_rat,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Scavenger_Rat,,,,left_only
433,433,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Finned_blaggart,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Finned_Blaggart,,,,left_only
435,435,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Menddle,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Master_Pilot_Menddle,,,,left_only
436,436,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Neonan_red_cheese,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Neonan_Red_Cheese,,,,left_only
442,442,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Chunkers,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Chunker_Gang,,,,left_only
444,444,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Sith_mask,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/A_Sith_Mask,,,,left_only
445,445,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Galactic_Gathering_House_Painting,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Galactic_Gathering_2011_(painting),,,,left_only
448,448,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Homing_beacon/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Homing_Beacon,,,,left_only
454,454,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/D%27krn,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Commander_D%27Krn,,,,left_only
455,455,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Carrion_spat,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Carrion_Spat,,,,left_only
458,458,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Alozen,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Field_Commander_Alozen,,,,left_only
462,462,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Bloodguard,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Death_Watch_Bloodguard,,,,left_only
467,467,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/The_Blue_Leaf_Temple,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Painting_of_the_Blue_Leaf_Temple,,,,left_only
468,468,http://dbkwik.webdatacommons.org/starwars.wikia.com/class/pet,http://dbkwik.webdatacommons.org/swg.wikia.com/class/pets,,,,left_only
470,470,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Bin_Huusir,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Flim%27s_Correspondance,,,,left_only
472,472,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Fishing_pole,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Fishing_Pole,,,,left_only
477,477,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Cult_of_Lord_Nyax,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Nyax_Cultists,,,,left_only
482,482,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rebel_flight_suit,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rebel_Life_Support_Flight_Suit,,,,left_only
483,483,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Anti-Riot_Tangle_Gun_7,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Tangle_Pistol,,,,left_only
485,485,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jinkins,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Find_Jinkins,,,,left_only
486,486,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Model_434_blaster_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Death-Hammer_Pistol,,,,left_only
487,487,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Sinis,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Talk_to_Sinis_in_Tyrena,,,,left_only
489,489,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jedi,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Jedi,,,,left_only
493,493,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Lightning_beam_cannon,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Lightning_Beam_Cannon,,,,left_only
494,494,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Tchotchee_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Tchotchee_Pistol,,,,left_only
495,495,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Darksting_assassin,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Darksting_Assassin,,,,left_only
496,496,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Relgon_Starkill,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Captain_Relgon_Starkill,,,,left_only
498,498,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rikkh,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Captain_Rikkh,,,,left_only
499,499,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Beamrail_Gauss_Cannon,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Corellian_Beamrail_Gauss_Cannon,,,,left_only
502,502,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Great_Tree_(Kashyyyk),http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Great_Tree,,,,left_only
505,505,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Codoan_Copper,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Codoan_copper,,,,left_only
507,507,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Dolovite/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/A_Dolovite_Mask,,,,left_only
519,519,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Vercupti_of_sgazza_boleruueé,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Vercupti_of_Agazza_Boleruuee,,,,left_only
524,524,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Core_bomb,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Core_Bomb_(card),,,,left_only
526,526,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Foodstuff/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Food,,,,left_only
527,527,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Lesser_Sarlacc_of_Dathomir,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Lesser_Sarlacc,,,,left_only
531,531,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/M12-L_Kimogila_heavy_fighter,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/MandalMotors_M12-L_%22Kimogila%22_Multi-role_Starfighter,,,,left_only
532,532,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Drall_Patriots,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Drall,,,,left_only
533,533,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/GR-75_medium_transport/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Gallofree_Medium_Transport,,,,left_only
535,535,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Andal_Sait,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Grand_Admiral_Sait,,,,left_only
536,536,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/weight,http://dbkwik.webdatacommons.org/swg.wikia.com/property/weight,,,,left_only
549,549,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Maldien,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Coronet_Murmurs:_The_Head_Doctor,,,,left_only
551,551,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Dulios,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Commander_Dulios,,,,left_only
555,555,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Camp_Gamma,"http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Forward_Watch,_Gamma_Camp",,,,left_only
561,561,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Tusken_relic_cave,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Tusken_Relic_Cave,,,,left_only
563,563,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Okto,"http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Secure_Restuss,_Boss_(Imperial)",,,,left_only
569,569,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Maulers,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Mauler,,,,left_only
570,570,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Crystal_snake,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Crystal_Snake,,,,left_only
571,571,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Nova_crystal/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rare_Nova_Crystal,,,,left_only
574,574,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Luhin_Jinnor,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Warrant_Officer_Luhin_Jinnor,,,,left_only
576,576,http://dbkwik.webdatacommons.org/starwars.wikia.com/class/weapon,http://dbkwik.webdatacommons.org/swg.wikia.com/class/weapon,,,,left_only
577,577,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/weapons,http://dbkwik.webdatacommons.org/swg.wikia.com/property/weapons,,,,left_only
578,578,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Forage_worm,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Forage_Worm,,,,left_only
579,579,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Heavy_acid_rifle,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Heavy_Acid_Rifle,,,,left_only
582,582,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ezkiel,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Brother_Ezkiel,,,,left_only
584,584,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Life_Day_orb,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Wookiee_Life_Day_Orb,,,,left_only
585,585,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rohd_Gostervek,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Captain_Rohd_Gostervek,,,,left_only
589,589,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/UR-G8_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/UR-G8_Pistol,,,,left_only
590,590,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Corellian_fried_ice_cream,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Corellian_Fried_Ice_Cream_(Schematic),,,,left_only
593,593,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Mandalorian_wine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Mandalorian_Wine_(Schematic),,,,left_only
600,600,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/gender,http://dbkwik.webdatacommons.org/swg.wikia.com/property/gender,,,,left_only
608,608,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kashyyyk_stalker_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Kashyyyk_Stalker_Pistol,,,,left_only
609,609,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Smuggler_base,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Gather_the_Missing,,,,left_only
611,611,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kommerken_steak,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Kommerken_Steak,,,,left_only
615,615,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Bantha_rump,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Bantha_Surprise_Recipe,,,,left_only
616,616,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Beam_rifle,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Beam_Rifle,,,,left_only
621,621,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Bordok/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Bordok,,,,left_only
622,622,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Central_volcano,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/The_Central_Volcano,,,,left_only
624,624,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/location,http://dbkwik.webdatacommons.org/swg.wikia.com/property/location,,,,left_only
630,630,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DX-2_disruptor_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DX2_Pistol,,,,left_only
631,631,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kai_tok,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Kai_Tok,,,,left_only
635,635,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Elite_carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Elite_Carbine,,,,left_only
636,636,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/KYD-21_blaster_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/KYD21_Pistol,,,,left_only
640,640,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Cybernetics/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Cybernetic,,,,left_only
641,641,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Razor_cat,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Razor_Cat,,,,left_only
642,642,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ruby_bliel,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Ruby_Bliel,,,,left_only
644,644,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/AEG-77_Vigo,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Black_Sun_AEG-77_Vigo_Gunship,,,,left_only
647,647,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kyran_Silene,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Head_Back_to_Kyran_Silene,,,,left_only
665,665,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ha%27zel,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Witches_of_Dathomir_-_Crafting,,,,left_only
666,666,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Meson_taloscope,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Meson_Taloscope,,,,left_only
668,668,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ion_blaster/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Jawa_Ion_Rifle,,,,left_only
673,673,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ellis_Arrison,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Officer_Mission_1,,,,left_only
674,674,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Mon_Calamari_Eye_2,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Painting_of_A_Mon_Calamari_eye_2,,,,left_only
678,678,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Eom_Nia,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Officer_Mission_2,,,,left_only
686,686,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Reinforced_combat_staff,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Reinforced_Combat_Staff,,,,left_only
688,688,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/RIC-series_general_labor_droid/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/RIC-920_Rickshaw,,,,left_only
691,691,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Charric,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Charric_Carbine,,,,left_only
695,695,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Imperial_Base_(Corellia),http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Wedge_Antilles,,,,left_only
696,696,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Luthin_Dlunar,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Luthin,,,,left_only
701,701,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Melnea_Arnthout,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Arnthout%27s_Armor,,,,left_only
702,702,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Durindfire_(beverage),http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Durindfire,,,,left_only
707,707,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Levardio,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Staff_Sergeant_Levardio,,,,left_only
715,715,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Power_chair,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Mechno_Chair,,,,left_only
719,719,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/region,http://dbkwik.webdatacommons.org/swg.wikia.com/property/region,,,,left_only
721,721,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,,,,left_only
723,723,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kiki_Dorente,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Talk_to_Kiki,,,,left_only
727,727,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jawa_ion_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Jawa_Ion_Pistol,,,,left_only
734,734,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Camp_Delta,"http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Forward_Watch,_Delta_Camp",,,,left_only
736,736,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Jasha,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Captain_Jasha,,,,left_only
737,737,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Raev,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Major_Raev,,,,left_only
739,739,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Scout_trooper_blaster_pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Scout_Blaster,,,,left_only
